,tmdb_id,imdb_id,original_language,original_title,release_date,tmdb_rating_avg,tmdb_vote_count,imdb_rating,imdb_votes,budget,revenue
1085,23398,tt1231580,en,Alvin and the Chipmunks: The Squeakquel,21/12/2009,5.6,2535,4.5,50268,75000000,443140005
1086,22897,tt1230414,en,It's Complicated,23/12/2009,6.5,1213,6.5,93999,85000000,219103655
1087,10528,tt0988045,en,Sherlock Holmes,23/12/2009,7.2,12684,7.6,638084,90000000,524028679
1089,28118,tt1461418,en,The Gruffalo,25/12/2009,7.2,251,7.5,7118,0,0
1092,111300,tt1675309,en,Life with Murder,1/01/2010,6.6,5,6.8,479,0,0
1099,53172,tt1220888,en,Henry's Crime,14/01/2010,5.8,281,5.9,20657,12000000,204940
1100,23172,tt1273678,en,The Spy Next Door,15/01/2010,5.9,1110,5.4,44797,28000000,66166000
1101,22894,tt1038686,en,Legion,21/01/2010,5.8,2240,5.2,106473,26000000,67918658
1103,44835,tt1403177,en,Hesher,22/01/2010,6.8,559,6.9,52848,7000000,449702
1109,32856,tt0817230,en,Valentine's Day,10/02/2010,5.9,2763,5.7,120920,52000000,216485654
1110,7978,tt0780653,en,The Wolfman,10/02/2010,5.8,1714,5.8,107945,150000000,0
1114,43754,tt1270296,en,The Killing Jar,14/02/2010,5.4,65,5.8,2779,400,2
1115,39356,tt1560139,en,Boy,14/02/2010,7.4,325,7.5,27200,0,9116968
1116,11324,tt1130884,en,Shutter Island,14/02/2010,8.2,21003,8.2,1318735,80000000,294800000
1118,101520,tt1484114,en,Reel Injun,19/02/2010,7.0,27,7.5,1539,0,0
1119,46197,tt1618421,en,White Lion,19/02/2010,6.2,16,6.5,995,0,0
1122,29427,tt0455407,en,The Crazies,26/02/2010,6.2,1743,6.5,122730,20000000,54956140
1123,23742,tt1385867,en,Cop Out,26/02/2010,5.6,1312,5.5,88738,30000000,55583804
1124,27004,tt1106860,en,Ca$h,1/03/2010,5.8,199,5.9,9679,7000000,46488
1125,28211,tt1352824,en,Chloe,4/03/2010,6.0,1481,6.3,74561,14000000,13657649
1126,149091,tt1615110,en,Ties That Bind,5/03/2010,4.2,8,4.9,329,0,0
1127,34016,tt0815236,en,She's Out of My League,11/03/2010,6.4,1791,6.4,138760,20000000,49779728
1128,22972,tt0947810,en,Green Zone,11/03/2010,6.4,1911,6.8,138462,100000000,94882889
1132,23483,tt1250777,en,Kick-Ass,22/03/2010,7.1,10518,7.6,566524,28000000,96188903
1141,11403,tt1241329,en,The River Why,9/04/2010,5.4,58,5.6,3700,0,0
1143,43418,tt1418646,en,Beneath Hill 60,15/04/2010,7.0,126,7.0,8442,7347125,0
1144,34803,tt1321509,en,Death at a Funeral,15/04/2010,5.8,822,5.7,51068,21000000,49050886
1146,34813,tt0480255,en,The Losers,23/04/2010,6.3,1545,6.2,103299,25000000,23580000
1153,41210,tt0889573,en,The Switch,11/05/2010,6.2,1642,6.1,107402,19000000,49830607
1154,10192,tt0892791,en,Shrek Forever After,16/05/2010,6.3,6280,6.3,207793,165000000,752600867
1156,37931,tt1470023,en,MacGruber,21/05/2010,5.5,464,5.6,45937,10000000,9322895
1157,38031,tt1182350,en,You Will Meet a Tall Dark Stranger,23/05/2010,5.9,741,6.3,46182,22000000,0
1162,76421,tt1634300,en,Role/Play,3/06/2010,5.7,24,5.2,1175,0,0
1163,44629,tt1313092,en,Animal Kingdom,3/06/2010,6.8,673,7.3,58352,5000000,1000000
1165,38579,tt1392197,en,Marmaduke,4/06/2010,5.3,647,4.3,15953,50000000,83761844
1166,41215,tt1181791,en,Black Death,7/06/2010,6.0,702,6.4,49048,0,382879
1167,51764,tt1426320,en,BearCity,8/06/2010,5.8,30,5.9,1481,0,5980
1168,38575,tt1155076,en,The Karate Kid,10/06/2010,6.5,5225,6.2,187337,40000000,359126022
1169,359218,tt1354022,en,Jordan,11/06/2010,4.3,7,5.3,435,0,0
1170,38199,tt0914863,en,Unthinkable,14/06/2010,6.7,999,7.0,89196,15000000,0
1172,43933,tt1470827,en,Monsters,18/06/2010,6.2,1334,6.4,93600,500000,5639730
1173,20533,tt1075747,en,Jonah Hex,18/06/2010,4.9,1247,4.7,59676,47000000,10539000
1176,10196,tt0938283,en,The Last Airbender,30/06/2010,4.7,3473,4.0,165102,150000000,319713881
1179,27205,tt1375666,en,Inception,15/07/2010,8.4,32934,8.8,2355697,160000000,825532764
1184,39691,tt1287468,en,Cats & Dogs: The Revenge of Kitty Galore,28/07/2010,5.2,542,4.3,15484,85000000,112483764
1185,27578,tt1320253,en,The Expendables,3/08/2010,6.2,6838,6.4,348348,80000000,274470394
1186,41233,tt1193631,en,Step Up 3D,4/08/2010,6.8,1728,6.1,58669,30000000,159291809
1187,43949,tt0817177,en,Flipped,6/08/2010,8.0,2442,7.7,91443,14000000,1755212
1189,38167,tt0879870,en,Eat Pray Love,12/08/2010,6.2,2118,5.8,98928,60000000,204594016
1190,22538,tt0446029,en,Scott Pilgrim vs. the World,12/08/2010,7.5,6717,7.5,429741,85000000,48000000
1192,43593,tt0464154,en,Piranha 3D,20/08/2010,5.4,1871,5.5,92578,24000000,83188165
1194,43919,tt1270835,en,Hatchet II,26/08/2010,5.5,314,5.4,14135,2500000,156190
1199,49018,tt1591095,en,Insidious,13/09/2010,6.9,5830,6.8,312222,1500000,97009150
1202,23168,tt0840361,en,The Town,15/09/2010,7.2,4310,7.5,394052,37000000,154026136
1203,44040,tt1314655,en,Devil,16/09/2010,6.0,2515,6.3,148550,10000000,33583175
1204,153436,tt1664010,en,Perfect Plan,18/09/2010,6.4,16,5.5,654,0,0
1205,45162,tt1673430,en,Superman/Batman: Apocalypse,28/09/2010,7.2,584,7.0,27360,3500000,0
1206,52015,tt1464580,en,Stake Land,30/09/2010,6.2,655,6.4,43010,650000,33245
1207,48289,tt1226753,en,The Debt,30/09/2010,6.6,741,6.8,70204,20000000,45636368
1209,37799,tt1285016,en,The Social Network,1/10/2010,7.3,10544,7.8,707197,40000000,224920315
1210,38408,tt1055292,en,Life As We Know It,2/10/2010,6.9,2843,6.5,133723,38000000,105734416
1211,37821,tt1103153,en,Killers,4/10/2010,6.0,1931,5.4,92771,75000000,98159963
1212,58496,tt1424432,en,Senna,7/10/2010,8.1,830,8.5,71708,0,8212430
1214,70925,tt1438216,en,Oranges and Sunshine,8/10/2010,7.0,70,7.1,5679,0,0
1217,128847,tt1740801,en,Lesson Plan,9/10/2010,6.5,2,7.2,171,0,0
1218,47533,tt1618435,en,Scooby-Doo! Curse of the Lake Monster,15/10/2010,6.2,436,4.8,4942,0,0
1226,38055,tt1001526,en,Megamind,28/10/2010,6.9,5939,7.3,266349,130000000,321885765
1227,44009,tt1431181,en,Another Year,5/11/2010,7.0,311,7.4,29923,8000000,18124262
1230,38357,tt1126618,en,Morning Glory,10/11/2010,6.3,1291,6.5,79793,40000000,60040976
1235,41283,tt1433108,en,Faster,23/11/2010,6.3,1649,6.4,108473,24000000,23081726
1238,45269,tt1504320,en,The King's Speech,26/11/2010,7.7,7762,8.0,683291,15000000,414211549
1241,45317,tt0964517,en,The Fighter,10/12/2010,7.4,3793,7.8,371004,25000000,93617009
1242,41515,tt1302067,en,Yogi Bear,17/12/2010,5.6,757,4.6,22363,80000000,203509374
1243,39451,tt0970866,en,Little Fockers,21/12/2010,5.6,2891,5.5,114294,100000000,310650585
1244,44264,tt1403865,en,True Grit,22/12/2010,7.3,4644,7.6,341937,38000000,252276927
1258,92182,tt1767382,en,Silent House,21/01/2011,5.4,336,5.2,23235,2000000,13101672
1267,38322,tt1464174,en,"Big Mommas: Like Father, Like Son",16/02/2011,5.5,1066,4.4,28020,32000000,83615414
1274,38543,tt1233301,en,Ironclad,3/03/2011,6.2,624,6.1,42527,25000000,5151023
1276,51876,tt1219289,en,Limitless,8/03/2011,7.2,9459,7.4,578197,27000000,161849455
1277,51209,tt1416801,en,Kill the Irishman,10/03/2011,6.8,522,7.0,49175,0,1188194
1280,115376,tt1826780,en,No Surrender,17/03/2011,5.5,9,4.8,340,0,0
1281,50348,tt1189340,en,The Lincoln Lawyer,17/03/2011,7.2,2726,7.3,241006,40000000,85412898
1285,85949,tt1887703,en,Collision Earth,24/03/2011,6.2,95,3.4,1515,0,0
1286,45054,tt1316616,en,There Be Dragons,25/03/2011,5.0,115,5.7,4863,0,0
1291,56780,tt0480239,en,Atlas Shrugged: Part I,14/04/2011,5.4,160,5.6,13916,15000000,4627375
1293,51497,tt1596343,en,Fast Five,20/04/2011,7.3,7074,7.3,383997,125000000,626137675
1299,57089,tt0844993,en,Hoodwinked Too! Hood VS. Evil,29/04/2011,5.1,464,4.7,13314,30000000,13521829
1300,49022,tt0491152,en,Something Borrowed,5/05/2011,6.3,916,5.8,63060,35000000,65090821
1303,59678,tt1478964,en,Attack the Block,12/05/2011,6.4,1765,6.6,107839,14350531,3964682
1304,55721,tt1478338,en,Bridesmaids,13/05/2011,6.5,3921,6.8,294547,32500000,288383523
1307,67748,tt1680114,en,Snowtown,16/05/2011,6.3,251,6.6,19368,0,8452
1312,49444,tt1302011,en,Kung Fu Panda 2,25/05/2011,6.9,5937,7.2,288827,150000000,665692281
1313,45243,tt1411697,en,The Hangover Part II,25/05/2011,6.5,9306,6.4,504080,80000000,586764305
1314,62215,tt1527186,en,Melancholia,26/05/2011,7.2,3001,7.1,184981,7400000,15946321
1316,90756,tt1757927,en,Wandering Eye,5/06/2011,5.8,16,5.2,540,3000000,0
1317,105945,tt1694118,en,Memorial Day,6/06/2011,6.4,64,6.1,2629,4200000,0
1319,64586,tt1588398,en,Sleeping Beauty,10/06/2011,5.4,521,5.3,33133,10000000,408680
1321,44912,tt1133985,en,Green Lantern,16/06/2011,5.2,6482,5.5,287182,200000000,219851172
1323,66945,tt1519663,en,Love's Kitchen,24/06/2011,5.4,72,5.3,3501,0,0
1326,38356,tt1399103,en,Transformers: Dark of the Moon,28/06/2011,6.2,7302,6.2,411925,195000000,1123794079
1328,617461,tt2064923,en,Finding Joy,1/07/2011,4.0,2,5.8,15,0,0
1330,59860,tt1067774,en,Monte Carlo,1/07/2011,6.6,1902,5.8,45775,20000000,39782683
1334,51540,tt1499658,en,Horrible Bosses,8/07/2011,6.6,5673,6.9,452070,35000000,209838559
1337,50544,tt1632708,en,Friends with Benefits,21/07/2011,6.7,7109,6.5,372629,35000000,149542245
1338,76340,tt1688653,en,Metal Tornado,22/07/2011,4.7,42,3.2,1628,0,0
1339,66923,tt1684555,en,Horrid Henry: The Movie,29/07/2011,5.4,84,3.5,2834,0,11045966
1340,50646,tt1570728,en,"Crazy, Stupid, Love.",29/07/2011,7.3,7295,7.4,524762,50000000,142851197
1344,49520,tt1488555,en,The Change-Up,5/08/2011,6.1,2405,6.3,185122,52000000,75450437
1348,37430,tt0816462,en,Conan the Barbarian,17/08/2011,5.3,1634,5.1,99981,90000000,63523283
1350,52451,tt1509767,en,The Three Musketeers,31/08/2011,5.8,2364,5.7,108823,75000000,132274484
1352,123653,tt1670646,en,Habibi Rasak Kharban,4/09/2011,5.0,5,6.7,142,0,0
1354,39538,tt1598778,en,Contagion,8/09/2011,6.6,5379,6.8,305537,60000000,137551594
1357,94363,tt1205558,en,Hick,10/09/2011,5.7,368,5.6,20097,0,0
1360,82532,tt1588334,en,"Jeff, Who Lives at Home",13/09/2011,6.2,526,6.5,64369,10000000,4417580
1366,60308,tt1210166,en,Moneyball,23/09/2011,7.2,4278,7.6,427690,50000000,110206216
1367,45610,tt1586752,en,Machine Gun Preacher,23/09/2011,6.7,877,6.7,66897,30000000,2527904
1368,10316,tt1124035,en,The Ides of March,24/09/2011,6.7,2152,7.1,224252,12500000,76338111
1371,78245,tt2057445,en,No Other Woman,28/09/2011,3.5,4,6.1,321,0,0
1374,40807,tt1306980,en,50/50,30/09/2011,7.1,3306,7.6,332426,8000000,39187783
1378,70954,tt1703148,en,The Hunter,6/10/2011,6.6,552,6.7,39803,0,176669
1379,68817,tt1068242,en,Footloose,6/10/2011,6.6,1489,5.8,50739,24000000,63543328
1382,65599,tt1714208,en,The Woman,14/10/2011,6.0,445,6.0,24708,0,0
1388,119197,tt1674776,en,Let Go,25/10/2011,5.8,14,5.2,823,0,0
1389,417859,tt0448694,en,Puss in Boots,27/10/2011,6.5,2882,6.6,164616,130000000,554987477
1399,51052,tt1430607,en,Arthur Christmas,10/11/2011,6.8,1235,7.1,62396,10000000,0
1400,37958,tt1253864,en,Immortals,10/11/2011,5.9,2217,6.0,170201,75000000,226904017
1410,75622,tt1640548,en,Rampart,23/11/2011,5.5,298,5.8,24466,12000000,972512
1412,56292,tt1229238,en,Mission: Impossible - Ghost Protocol,7/12/2011,7.1,8649,7.4,493626,145000000,694713380
1413,62838,tt1598822,en,New Year's Eve,8/12/2011,5.9,1934,5.6,87286,56000000,142044638
1414,71676,tt1071875,en,Ghost Rider: Spirit of Vengeance,11/12/2011,5.0,3313,4.3,120971,57000000,132563930
1415,82620,tt1860355,en,Undefeated,12/12/2011,7.6,60,7.7,7139,0,583844
1416,65754,tt1568346,en,The Girl with the Dragon Tattoo,14/12/2011,7.4,6121,7.8,466799,90000000,232617430
1417,55301,tt1615918,en,Alvin and the Chipmunks: Chipwrecked,14/12/2011,5.7,1893,4.3,36331,75000000,342695435
1423,290730,tt2112307,en,The Vortex,1/01/2012,7.0,13,2.2,371,1000000,0
1430,49527,tt1568338,en,Man on a Ledge,13/01/2012,6.4,2276,6.6,154060,42000000,46221189
1431,134909,tt1379206,en,The Unbookables,19/01/2012,6.9,7,6.0,134,0,0
1438,206203,tt1622566,en,After Effect,8/02/2012,5.5,12,4.0,563,1000000,0
1439,93011,tt1899240,en,Material,9/02/2012,5.6,8,7.1,1011,2000000,0
1441,156632,tt2085986,en,Yemen's Reluctant Revolutionary,10/02/2012,8.2,5,7.7,194,0,0
1447,57214,tt1636826,en,Project X,1/03/2012,6.8,5477,6.6,213572,12000000,102731865
1448,171788,tt1934472,en,We Were Children,3/03/2012,7.7,6,7.7,652,0,0
1451,81025,tt1441952,en,Salmon Fishing in the Yemen,9/03/2012,6.4,768,6.8,65459,0,34564651
1454,72197,tt1430626,en,The Pirates! In an Adventure with Scientists!,12/03/2012,6.4,918,6.7,49207,60000000,123054041
1455,70160,tt1392170,en,The Hunger Games,12/03/2012,7.2,19816,7.2,922509,75000000,694394724
1457,60747,tt1234719,en,Red Dawn,15/03/2012,5.7,1375,5.3,78116,65000000,44806783
1460,68734,tt1024648,en,Argo,22/03/2012,7.3,7439,7.7,617405,44500000,232325503
1462,57165,tt1646987,en,Wrath of the Titans,28/03/2012,5.7,3715,5.7,190674,150000000,301970083
1474,77877,tt1327194,en,The Lucky One,19/04/2012,7.1,3217,6.4,109814,25000000,99357138
1476,67660,tt1621045,en,Think Like a Man,20/04/2012,6.9,745,6.5,48222,12000000,96070507
1481,92393,tt2062661,en,Tape 407,27/04/2012,3.9,68,3.6,3848,0,0
1482,96631,tt1951218,en,Piggy,3/05/2012,5.9,27,5.5,1672,900000,0
1485,62213,tt1077368,en,Dark Shadows,9/05/2012,6.0,6501,6.2,270052,150000000,245527149
1487,97632,tt2175927,en,American Warships,15/05/2012,3.7,51,2.8,2640,0,1000000
1491,49014,tt1480656,en,Cosmopolis,25/05/2012,5.7,1080,5.1,48305,20500000,6063556
1493,58595,tt1735898,en,Snow White and the Huntsman,30/05/2012,6.0,7245,6.1,292036,170000000,396600000
1494,126277,tt1959332,en,American Mary,31/05/2012,6.1,418,6.2,26296,0,0
1495,110122,tt1541123,en,Astronaut: The Last Push,1/06/2012,5.4,53,5.3,1770,0,0
1498,200044,tt2071445,en,Deranged,6/06/2012,4.0,13,3.0,379,0,0
1504,115290,tt2287663,en,Blue Lagoon: The Awakening,16/06/2012,6.5,1244,5.3,15828,0,0
1506,77930,tt1915581,en,Magic Mike,28/06/2012,6.1,2636,6.1,139735,7000000,167221571
1507,126284,tt2287851,en,Last Flight to Abuja,29/06/2012,3.5,6,4.4,367,0,0
1508,103370,tt2215285,en,Madea's Witness Protection,29/06/2012,6.1,159,4.9,11010,20000000,66899242
1510,72105,tt1637725,en,Ted,29/06/2012,6.4,11028,6.9,619012,50000000,549368315
1512,84334,tt2125608,en,Searching for Sugar Man,30/06/2012,7.8,770,8.2,69260,1000000,3696196
1513,84327,tt2125666,en,The Queen of Versailles,6/07/2012,7.0,170,7.1,13386,0,714544
1514,82525,tt1615065,en,Savages,6/07/2012,6.3,1926,6.4,131232,45000000,82966152
1515,333493,tt1958053,en,Changing Hearts,7/07/2012,6.1,7,5.6,197,0,0
1516,71700,tt1580426,en,Repeaters,7/07/2012,5.8,139,5.7,6867,1600000,0
1526,131475,tt1821374,en,Cold Blooded,31/07/2012,5.1,16,5.5,827,0,0
1528,64635,tt1386703,en,Total Recall,2/08/2012,6.0,4880,6.2,256565,125000000,198802074
1529,82696,tt1535438,en,Hope Springs,7/08/2012,6.3,685,6.3,43021,30000000,114281051
1530,76163,tt1764651,en,The Expendables 2,8/08/2012,6.3,5980,6.6,309565,100000000,314975955
1531,49040,tt1194173,en,The Bourne Legacy,8/08/2012,6.2,5093,6.6,304606,130000000,276572938
1536,123025,tt2313197,en,"Batman: The Dark Knight Returns, Part 1",21/08/2012,7.7,1324,7.9,60045,3500000,0
1537,121597,tt1376168,en,Comedown,23/08/2012,4.8,32,4.6,1481,0,0
1538,119738,tt2041488,en,Thunderstruck,24/08/2012,6.0,199,5.1,5497,587211,587211
1541,114606,tt1362058,en,Cockneys vs Zombies,31/08/2012,5.7,335,5.9,19683,0,0
1547,80278,tt1649419,en,The Impossible,9/09/2012,7.4,5626,7.5,226305,45000000,198087212
1549,128215,tt2073086,en,Still Mine,10/09/2012,6.9,63,7.4,4434,0,0
1553,84194,tt1984153,en,Excision,12/09/2012,6.2,468,6.1,23173,0,0
1556,84306,tt1872818,en,Liberal Arts,14/09/2012,6.5,462,6.7,38558,0,327345
1559,128876,tt1992258,en,Tower Block,19/09/2012,5.9,156,5.9,5564,0,0
1560,84892,tt1659337,en,The Perks of Being a Wallflower,20/09/2012,7.8,9385,7.9,515857,13000000,33400000
1561,77016,tt1855199,en,End of Watch,20/09/2012,7.3,2778,7.6,251456,7000000,48126384
1562,76492,tt0837562,en,Hotel Transylvania,20/09/2012,7.0,7674,7.0,259151,85000000,358375603
1563,59967,tt1276104,en,Looper,26/09/2012,6.9,9205,7.4,579635,30000000,47042000
1564,114150,tt1981677,en,Pitch Perfect,28/09/2012,7.3,5986,7.1,309328,17000000,115400000
1567,132250,tt1313244,en,Hypothermia,2/10/2012,4.0,43,4.0,1665,0,0
1579,94348,tt1712170,en,Alex Cross,18/10/2012,5.2,634,5.1,34478,45000000,30353232
1588,46429,tt0829176,en,Gallowwalkers,27/10/2012,4.8,302,3.6,7908,17000000,0
1592,97430,tt1258972,en,The Man with the Iron Fists,2/11/2012,5.5,981,5.4,63136,15000000,20546518
1593,87502,tt1907668,en,Flight,2/11/2012,6.8,5316,7.3,357311,31000000,161772375
1595,143295,tt2520808,en,What About Dick?,13/11/2012,7.4,10,7.4,806,0,0
1602,199565,tt2498626,en,The Movie Out Here,30/11/2012,4.2,6,4.1,367,0,0
1603,139455,tt2347497,en,Silent Night,30/11/2012,5.3,237,5.2,8769,0,14567
1610,145738,tt2439946,en,40 Days and Nights,15/12/2012,3.0,62,2.4,2297,0,0
1611,97630,tt1790885,en,Zero Dark Thirty,19/12/2012,7.0,3943,7.4,304085,40000000,132820716
1612,82687,tt1694020,en,The Guilt Trip,19/12/2012,5.6,602,5.8,37822,40000000,41863726
1618,68718,tt1853728,en,Django Unchained,25/12/2012,8.2,23500,8.4,1557511,100000000,425368238
1619,103620,tt2103217,en,Maniac,26/12/2012,6.0,784,6.1,38288,6000000,31081
1620,68179,tt0765446,en,Escape from Planet Earth,27/12/2012,5.7,660,5.8,26027,40000000,74597643
1625,316183,tt2375763,en,What Other Couples Do,1/01/2013,3.5,8,5.5,405,0,0
1627,295196,tt2245277,en,Watercolor Postcards,1/01/2013,6.6,12,5.1,376,2250000,0
1634,158689,tt2554856,en,Willed to Kill,5/01/2013,5.1,13,5.5,578,0,0
1636,60304,tt1428538,en,Hansel & Gretel: Witch Hunters,17/01/2013,6.0,6091,6.1,208571,50000000,226349749
1637,98357,tt1235522,en,Broken City,18/01/2013,5.9,1281,6.1,80970,56000000,34737199
1638,74461,tt1545660,en,Knights of Badassdom,21/01/2013,5.7,345,5.5,20840,0,0
1640,251266,tt2301147,en,Sex After Kids,26/01/2013,5.7,37,5.5,1224,0,0
1646,168903,tt2630134,en,Barbie in the Pink Shoes,14/02/2013,6.8,303,5.5,1800,0,0
1657,102362,tt2101341,en,Dead Man Down,8/03/2013,6.1,1279,6.4,68567,0,18074539
1662,158011,tt1911644,en,The Call,14/03/2013,6.8,2621,6.7,124125,13000000,68572378
1667,144340,tt1814621,en,Admission,21/03/2013,5.6,551,5.7,35449,13000000,18637201
1668,72710,tt1517260,en,The Host,22/03/2013,6.3,3661,5.8,115958,44000000,63327201
1672,184724,tt2641874,en,Dirty Teacher,29/03/2013,6.0,40,4.7,2039,0,0
1680,75612,tt1483013,en,Oblivion,10/04/2013,6.6,9632,7.0,529605,120000000,286168572
1689,103731,tt1935179,en,Mud,26/04/2013,7.0,2443,7.4,181050,10000000,21587700
1690,197033,tt2235902,en,Geography Club,27/04/2013,6.3,128,6.5,5975,0,0
1692,223221,tt3186984,en,Buying Sex,1/05/2013,5.9,7,5.5,196,0,0
1694,174678,tt2507280,en,Mr. Jones,2/05/2013,4.6,89,4.6,4273,0,0
1696,54138,tt1408101,en,Star Trek Into Darkness,5/05/2013,7.3,8268,7.7,485535,190000000,467365246
1698,136418,tt1893256,en,Hummingbird,7/05/2013,6.2,1464,6.2,73441,20000000,8352885
1703,212762,tt2235348,en,Second Chances,20/05/2013,5.9,31,7.1,1894,0,0
1705,119675,tt1291580,en,Behind the Candelabra,26/05/2013,6.7,674,7.0,43950,23000000,15600000
1708,75656,tt1670345,en,Now You See Me,29/05/2013,7.3,14181,7.2,664442,75000000,351723989
1710,121831,tt2077747,en,"Love, Marilyn",30/05/2013,6.5,51,7.2,1911,0,0
1713,158015,tt2184339,en,The Purge,31/05/2013,6.3,7507,5.7,226587,3000000,89328627
1715,229702,tt2651916,en,Zephyr Springs,1/06/2013,3.7,12,4.1,454,0,0
1716,199818,tt2236054,en,Mystery Road,5/06/2013,6.3,136,6.6,7971,0,0
1718,147773,tt1727388,en,The Way Way Back,6/06/2013,7.1,1518,7.4,151783,4600000,23198652
1719,158999,tt2545118,en,Blackfish,7/06/2013,7.9,972,8.1,68579,0,2063312
1724,49521,tt0770828,en,Man of Steel,12/06/2013,6.6,13684,7.1,774801,225000000,754045518
1730,184149,tt2204371,en,Somm,21/06/2013,6.9,61,7.0,4826,0,0
1731,83869,tt1906329,en,As Cool as I Am,21/06/2013,5.9,120,5.8,5415,0,0
1735,184125,tt2368553,en,Assault on Wall Street,30/06/2013,5.8,399,6.0,21234,0,0
1738,205321,tt2724064,en,Sharknado,11/07/2013,3.9,1398,3.3,50387,1000000,0
1740,109418,tt2191701,en,Grown Ups 2,11/07/2013,6.1,3647,5.3,156916,80000000,247022278
1741,77950,tt1860353,en,Turbo,11/07/2013,6.2,2832,6.4,99705,135000000,282570682
1742,68726,tt1663662,en,Pacific Rim,11/07/2013,6.9,11043,6.9,505538,180000000,407602906
1745,59859,tt1650554,en,Kick-Ass 2,17/07/2013,6.4,5527,6.5,275382,28000000,60700000
1748,49524,tt0790736,en,R.I.P.D.,18/07/2013,5.8,3461,5.6,135795,130000000,61648500
1749,238752,tt2759976,en,Time of Death,19/07/2013,5.7,17,5.7,1000,0,0
1750,198210,tt1828970,en,Evidence,19/07/2013,5.7,218,5.3,7522,0,0
1752,177699,tt0469021,en,Alan Partridge: Alpha Papa,24/07/2013,6.7,377,6.9,32086,4000000,9800000
1755,77931,tt2017020,en,The Smurfs 2,30/07/2013,5.8,1914,5.3,42973,105000000,347434178
1762,212967,tt2084093,en,Ashley,9/08/2013,4.8,26,5.3,1116,0,0
1764,146381,tt1639826,en,Justin and the Knights of Valour,9/08/2013,5.9,265,6.0,6206,22000000,19799759
1766,115348,tt1413495,en,Paranoia,14/08/2013,5.7,756,5.6,38143,35000000,13785015
1771,169813,tt2370248,en,Short Term 12,23/08/2013,7.8,1119,7.9,88611,1000000,2300000
1774,164558,tt2515086,en,One Direction: This Is Us,29/08/2013,8.4,948,4.2,24529,10000000,68500000
1775,223899,tt3116548,en,4Closed,30/08/2013,4.9,41,4.9,1839,0,0
1779,122906,tt2194499,en,About Time,4/09/2013,7.9,7315,7.8,354706,12000000,87100449
1785,174311,tt1462901,en,All Is Bright,10/09/2013,5.3,93,5.6,6593,10000000,0
1788,138697,tt2229499,en,Don Jon,12/09/2013,6.0,3894,6.5,241287,3000000,0
1790,91586,tt2226417,en,Insidious: Chapter 2,12/09/2013,6.7,3616,6.5,173320,5000000,161000000
1791,146233,tt1392214,en,Prisoners,18/09/2013,8.1,9910,8.1,720521,46000000,122126687
1795,223093,tt1934229,en,Dead Woman's Hollow,24/09/2013,1.5,2,3.4,140,0,0
1799,109451,tt1985966,en,Cloudy with a Chance of Meatballs 2,26/09/2013,6.4,2724,6.3,105231,78000000,248384621
1800,227655,tt2081367,en,So This Is Christmas,1/10/2013,5.7,6,4.1,780,0,0
1802,224290,tt2960470,en,Why We Ride,3/10/2013,7.4,18,7.5,889,0,0
1803,49047,tt1454468,en,Gravity,3/10/2013,7.2,13859,7.7,829073,105000000,723192705
1805,133441,tt2363471,en,The Summit,4/10/2013,6.9,85,6.8,5117,1000000,243550
1812,86829,tt2042568,en,Inside Llewyn Davis,13/10/2013,7.2,2333,7.4,155805,11000000,32935319
1814,230222,tt1705952,en,Tarzan,17/10/2013,5.7,525,4.8,12731,0,44095996
1815,166822,tt1830713,en,Big Ass Spider!,17/10/2013,5.6,211,5.3,7417,0,0
1816,104329,tt1858481,en,Last Passenger,18/10/2013,5.6,127,5.7,7349,0,0
1817,76203,tt2024544,en,12 Years a Slave,18/10/2013,8.0,10117,8.1,703724,20000000,187000000
1821,80274,tt1731141,en,Ender's Game,24/10/2013,6.6,5179,6.6,242801,110000000,125537191
1826,152532,tt0790636,en,Dallas Buyers Club,1/11/2013,7.9,7658,7.9,491708,5000000,55736588
1827,234951,tt2640502,en,The Thanksgiving House,2/11/2013,6.2,30,6.3,1067,0,0
1833,87516,tt1321511,en,Oldboy,14/11/2013,5.9,1716,5.8,77177,30000000,5186767
1838,226354,tt2739338,en,The Christmas Candle,22/11/2013,5.8,28,6.2,2445,0,2476775
1839,192136,tt2304771,en,Mandela: Long Walk to Freedom,28/11/2013,6.9,466,7.1,28244,35000000,27333835
1841,127560,tt2058107,en,The Railway Man,2/12/2013,6.9,643,7.1,40874,18000000,24174885
1843,168672,tt1800241,en,American Hustle,3/12/2013,6.8,6541,7.2,481653,40000000,251171807
1852,152601,tt1798709,en,Her,18/12/2013,7.9,12695,8.0,617330,23000000,47351251
1855,203819,tt2167266,en,Tracks,19/12/2013,6.9,445,7.1,30036,0,4878242
1856,202575,tt3148834,en,The House of Magic,24/12/2013,6.3,297,6.2,6946,34000000,64197205
1860,106646,tt0993846,en,The Wolf of Wall Street,25/12/2013,8.0,20878,8.2,1414550,100000000,392000000
1864,242409,tt2951888,en,The Thirteenth Tale,30/12/2013,6.6,54,6.7,2865,0,0
1865,181886,tt2316411,en,Enemy,31/12/2013,6.9,5076,6.9,196943,0,3396726
1871,227348,tt2473682,en,Paranormal Activity: The Marked Ones,1/01/2014,5.4,1262,5.0,43485,5000000,86362372
1872,233470,tt1673734,en,Jamesy Boy,3/01/2014,6.4,124,6.2,5895,0,0
1881,244458,tt1567437,en,The Voices,19/01/2014,6.2,1549,6.3,58915,0,0
